nome,categoria,cidade,morada,telefone,rating,avaliacoes,tem_website,website_url
Tasquinha da Paulinha,Restaurante-Braga,EN201 97,"EN201 97, 4700, Portugal",968 311 614,4.6,176,nao,
Taberna da Freira,Restaurante-Braga,4715-275 Braga,"R. da Igreja 21, 4715-275 Braga, Portugal",938 114 475,4.3,202,nao,
Tasca São Tomé,Restaurante-Braga,R. de,"R. de, 4705 São Tomé, Portugal",919 645 302,4.5,219,nao,
Cantinho do Carmo,Restaurante-Braga,4700-309 Braga,"R. do Carvalhal 79, 4700-309 Braga, Portugal",,3.8,397,nao,
Tasca do Brito,Restaurante-Braga,4700-073 Braga,"R. das Oliveiras 4 6 073, 4700-073 Braga, Portugal",253 693 670,4.1,880,nao,
Tasquinha Dom Ferreira,Restaurante-Braga,4710-312 Braga,"R. de São Vicente 35, 4710-312 Braga, Portugal",253 262 870,4.6,1242,nao,
A Tasca Do Tretas,Restaurante-Lisboa,1900-302 Lisboa,"R. Carlos Mardel 115A, 1900-302 Lisboa, Portugal",961 915 335,4.6,137,nao,
Tasca João dos Cornos,Restaurante-Lisboa,1150-014 Lisboa,"R. Pascoal de Melo 50, 1150-014 Lisboa, Portugal",21 354 5667,4.3,199,nao,
Tasca do Bairro,Restaurante-Lisboa,1150-331 Lisboa,"R. de São Lázaro 217, 1150-331 Lisboa, Portugal",21 808 0069,4.8,234,nao,
TASCA DOS POIAIS,Restaurante-Lisboa,1200-135 Lisboa,"Rua da Cruz dos Poiais 65, 1200-135 Lisboa, Portugal",966 851 615,4.8,374,nao,
Tasca da Susana,Restaurante-Lisboa,1170-254 Lisboa,"Tv. do Monte 9A, 1170-254 Lisboa, Portugal",914 890 534,4.6,415,nao,
Tasca Lisboeta,Restaurante-Lisboa,1200-204 Lisboa,"R. das Gáveas 9 e 13, 1200-204 Lisboa, Portugal",919 864 061,4.9,445,nao,
L-Tasca,Restaurante-Lisboa,1200-019 Lisboa,"R. do Alecrim 5, 1200-019 Lisboa, Portugal",21 346 2342,4.7,731,nao,
O Tacho,Restaurante-Lisboa,1150-320 Lisboa,"R. das Portas de Santo Antão 6, 1150-320 Lisboa, Portugal",967 573 815,4.4,786,nao,
Sabor Lisboa,Restaurante-Lisboa,1150-295 Lisboa,"R. de Santa Marta 18C, 1150-295 Lisboa, Portugal",21 355 7998,4.4,1642,nao,
"Restaurante ""Leitaria A Camponeza""",Restaurante-Lisboa,1100-577 Lisboa,"R. dos Sapateiros 157, 1100-577 Lisboa, Portugal",923 132 488,4.7,2003,nao,
A Nossa Casa,Restaurante-Lisboa,1200-037 Lisboa,"R. da Atalaia 31, 1200-037 Lisboa, Portugal",21 342 0484,4.8,2399,nao,
da Prata 52,Restaurante-Lisboa,1100-150 Lisboa,"Rua da Prata 52, 1100-150 Lisboa, Portugal",918 776 261,4.7,3018,nao,
"FATIMA GRELHADO [pizzaria, kebab & Restaurant]",Restaurante-Coimbra,3030-181 Coimbra,"R. Combatentes da Grande Guerra 39, 3030-181 Coimbra, Portugal",920 181 753,5,12,nao,
Taberna da Mariazinha,Restaurante-Coimbra,3000-283 Coimbra,"R. do Almoxarife 25, 3000-283 Coimbra, Portugal",,4.8,20,nao,
A Tasquinha do Queirós,Restaurante-Coimbra,3030-257 Coimbra,"R. Daniel Rodrigues 98, 3030-257 Coimbra, Portugal",918 164 728,4.8,24,nao,
Restaurante Tasquinha do Rodrigo,Restaurante-Coimbra,3020-199 Coimbra,"R. Cel. Júlio Veiga Simão 2, 3020-199 Coimbra, Portugal",239 495 305,4.5,60,nao,
Rui Manel dos Ossos,Restaurante-Coimbra,3000-192 Coimbra,"Beco do Forno 20, 3000-192 Coimbra, Portugal",964 779 000,4.6,129,nao,
Restaurante Fogo e Tradição,Restaurante-Coimbra,Tv. R. Salgueiro Maia 3 R/C,"Tv. R. Salgueiro Maia 3 R/C, 3040-025 Coimbra, Portugal",913 333 450,4.8,286,nao,
Barracão O Cantinho dos Ossos,Restaurante-Coimbra,3020-480 Coimbra,"R. Vale de Linhares, 3020-480 Coimbra, Portugal",239 823 146,4.5,341,nao,
Taberna Casa Costa,Restaurante-Coimbra,3000-394 Coimbra,"R. Augusto Filipe Simões, 3000-394 Coimbra, Portugal",239 717 739,4.6,365,nao,
Coisas DA LENA,Restaurante-Coimbra,3000-382 Coimbra,"R. do Srg. Mor 8, 3000-382 Coimbra, Portugal",912 002 238,4.8,750,nao,
Tasca André,Restaurante-Aveiro,3800-218 Aveiro,"R. de Adriano Serra, 3800-218 Aveiro, Portugal",234 289 921,4.4,58,nao,
A Tasca do Branquinho,Restaurante-Aveiro,3800-266 Aveiro,"R. João Francisco do Casal 118, 3800-266 Aveiro, Portugal",917 840 190,4.3,170,nao,
Nuestra Tierra,Restaurante-Aveiro,3800-259 Aveiro,"Antigo Cais de S. Roque 55, 3800-259 Aveiro, Portugal",234 348 253,4.8,284,nao,
O Cantinho,Restaurante-Aveiro,3800-137 Aveiro,"R. Conselheiro Luís de Magalhães 7, 3800-137 Aveiro, Portugal",910 001 040,4.5,698,nao,
Restaurante O Moliceiro,Restaurante-Aveiro,3800-246 Aveiro,"Largo do Rossio 6, 3800-246 Aveiro, Portugal",234 420 858,4.3,1114,nao,
Taberna Aveirense,Restaurante-Aveiro,3800-202 Aveiro,"R. de Mendes Leite 1, 3800-202 Aveiro, Portugal",234 092 412,4.2,1231,nao,
Tasquinha da Alda,Restaurante-Guimaraes,4810-844 Guimarães,"R. Padre José Ribeiro Dias 1062, 4810-844 Guimarães, Portugal",936 862 134,4.6,63,nao,
Tasca Expresso,Restaurante-Guimaraes,4810-225 Guimarães,"Largo da República do Brasil 34, 4810-225 Guimarães, Portugal",964 946 733,4.3,82,nao,
Tasca Senhora Da Luz,Restaurante-Guimaraes,4835-113 Guimarães,"R. da Boavista 133 43, 4835-113 Guimarães, Portugal",253 412 096,4.4,111,nao,
Tas'co Pio,Restaurante-Guimaraes,4810-000 Guimarães,"R. das 3 Bicas, 4810-000 Guimarães, Portugal",913 397 688,4.5,130,nao,
Arca Velha,Restaurante-Guimaraes,4835-073 Guimarães,"R. Dom João I 215, 4835-073 Guimarães, Portugal",253 432 101,4.7,170,nao,
Renascimento,Restaurante-Guimaraes,4800-434 Guimarães,"R. Dr. António Mota Prego 6, 4800-434 Guimarães, Portugal",913 514 296,5,217,nao,
Tasca da Zefa,Restaurante-Guimaraes,4805-331 Guimarães,"R. Souto das Ribas, 4805-331 Guimarães, Portugal",253 472 351,4.2,306,nao,
Tasquinha das Canecas,Restaurante-Guimaraes,4810-431 Guimarães,"R. do Retiro 42, 4810-431 Guimarães, Portugal",910 531 910,4.7,337,nao,
Taberna d'Avó,Restaurante-Guimaraes,4810-531 Guimarães,"R. Egas Moniz 109, 4810-531 Guimarães, Portugal",935 426 176,4.5,378,nao,
Tasco Nicolino,Restaurante-Guimaraes,4810-431 Guimarães,"R. Dr. Avelino Germano 99, 4810-431 Guimarães, Portugal",253 465 099,4.4,561,nao,
Porta Larga,Restaurante-Guimaraes,R. da Caldeirôa 41,"R. da Caldeirôa 41, 4810-225 Creixomil, Portugal",253 516 984,4.4,567,nao,
Tasca da Carroça,Restaurante-Guimaraes,R. de Rebôto 454,"R. de Rebôto 454, 4835-385 Candoso (São Martinho), Portugal",919 019 380,4.4,2251,nao,
Tasca do Malão,Restaurante-Setubal,Av. José Mourinho 50,"Av. José Mourinho 50, 2900-633 Setúbal, Portugal",265 416 169,4.4,7,nao,
A Tasca da Andreia,Restaurante-Setubal,R. Dom Pedro Fernandes Sardinha 21,"R. Dom Pedro Fernandes Sardinha 21, 2910-125 Setúbal, Portugal",,4.9,18,nao,
Tudo Na Broa,Restaurante-Setubal,R. do Maj. Afonso Pala 22,"R. do Maj. Afonso Pala 22, 2900-475 Setúbal, Portugal",,4.6,19,nao,
Adega Dos Passarinhos.,Restaurante-Setubal,R. Ten. Valadim 17,"R. Ten. Valadim 17, 2900-213 Setúbal, Portugal",912 943 202,4.4,50,nao,
Taberna dos primos,Restaurante-Setubal,R. Jacob Azambuja 66,"R. Jacob Azambuja 66, 2910-446 Setúbal, Portugal",,4.7,55,nao,
Tasca Du Chef,Restaurante-Setubal,Tv. dos Galeões 7,"Tv. dos Galeões 7, 2900-373 Setúbal, Portugal",936 916 092,3.7,84,nao,
A Tasca do Duca,Restaurante-Setubal,R. Casa Branca 15,"R. Casa Branca 15, 2900-123 Setúbal, Portugal",265 408 127,4.6,215,nao,
Tasca do Julão,Restaurante-Setubal,Av. 22 de Dezembro 48,"Av. 22 de Dezembro 48, 2900-667 Setúbal, Portugal",265 101 092,4.6,224,nao,
A Tasquinha,Restaurante-Setubal,R. de Álvaro Luz 51,"R. de Álvaro Luz 51, 2900-217 Setúbal, Portugal",962 981 961,4.7,308,nao,
u Tópico na baixa,Restaurante-Setubal,Praça Machado dos Santos 24,"Praça Machado dos Santos 24, 2900-178 Setúbal, Portugal",937 677 007,4.9,566,nao,
Tasca do Galo,Restaurante-Setubal,LG de São Tiago,"LG de São Tiago, 2900-604 Setúbal, Portugal",967 613 869,4.7,759,nao,
Baluarte do Rio,Restaurante-Setubal,Av. José Mourinho 62,"Av. José Mourinho 62, 2900-395 Setúbal, Portugal",265 573 068,4.2,965,nao,
Decor & Salteado,Restaurante-Setubal,Av. Belo Horizonte 226,"Av. Belo Horizonte 226, 2910-422 Setúbal, Portugal",968 668 181,4.7,1562,nao,
Tasca Do Jorge,Restaurante-Viseu,3515-030 Viseu,"Av. Alberto Sampaio 119, 3515-030 Viseu, Portugal",919 865 635,4.6,33,nao,
Taberna do Mercado,Restaurante-Viseu,3500-134 Viseu,"Mercado 2 de Maio, R. Formosa, 3500-134 Viseu, Portugal",,4.5,72,nao,
Cervejaria Senta-Aí,Restaurante-Viseu,3500-222 Viseu,"R. Gaspar Barreiros 36, 3500-222 Viseu, Portugal",232 436 378,4.4,186,nao,
Toca d'avo,Restaurante-Viseu,3500-069 Viseu,"Pç de D. Duarte 12, 3500-069 Viseu, Portugal",965 522 993,4.4,200,nao,
Old Tavern Viseu,Restaurante-Viseu,3505-582 Viseu,"Travessa do Lago, Q.ta Do Catavejo 44, 3505-582 Viseu, Portugal",934 924 977,4.8,337,nao,
Cantinho do Alex,Restaurante-Viseu,3510-044 Viseu,"Av. Dr. António José de Almeida nº 312, 3510-044 Viseu, Portugal",232 431 347,4.6,461,nao,
A Púcara,Restaurante-Viseu,3505-782 Viseu,"Tv. do Lago, Urbanização, Q.ta Do Catavejo 44, 3505-782 Viseu, Portugal",934 924 977,4.7,495,nao,
Taberna Dona Antónia,Restaurante-Viseu,3510-445 Viseu,"R. Eng. Beirão do Carmo, 3510-445 Viseu, Portugal",232 428 171,4.4,554,nao,
O Perdigueiro,Restaurante-Viseu,3510 Viseu,"3510 Viseu, Portugal",232 461 805,4.1,634,nao,
Restaurante Casa dos Petiscos,Restaurante-Viseu,3505-416 Viseu,"Av. Visc. José Pereira 25, 3505-416 Viseu, Portugal",232 414 134,4.1,685,nao,
Taberna O Seca Adegas,Restaurante-Viseu,3500-399 Viseu,"R. Sra. da Graça 1, 3500-399 Viseu, Portugal",918 618 909,4.5,823,nao,
Muralha da Sé,Restaurante-Viseu,3500-203 Viseu,"R. do Adro 24, 3500-203 Viseu, Portugal",232 437 777,4.3,935,nao,
Restaurante Porta,Restaurante-Viseu,3500-119 Viseu,"Pç de D. Duarte 17, 3500-119 Viseu, Portugal",963 754 021,4.5,1157,nao,
O Tosco,Restaurante-Viseu,3510-936 Viseu,"Nacional 2, km179 5, 3510-936 Viseu, Portugal",232 954 451,4.3,1414,nao,
Vintage Maison,Restaurante-Viseu,3510-088 Viseu,"R. Miguel Bombarda 76, 3510-088 Viseu, Portugal",232 414 323,4.6,1901,nao,
TásCá nos Bonjoanenses,Restaurante-Faro,8000-504 Faro,"R. Dr. José de Matos 89 8000, 8000-504 Faro, Portugal",,4.5,14,nao,
Local by Góis,Restaurante-Faro,8000-072 Faro,"Largo de São Pedro, 8000-072 Faro, Portugal",289 055 019,5,51,nao,
Tasquinha Cruzeiro,Restaurante-Faro,8000-078 Faro,"Largo da Madalena 12, 8000-078 Faro, Portugal",967 958 002,4.4,548,nao,
A tasca do João,Restaurante-Faro,8100-154 Faro,"Lgo do Pé da Cruz 27, 8100-154 Faro, Portugal",968 351 076,4.5,550,nao,
Restaurante Ponto Smokehouse,Restaurante-Faro,8000-133 Faro,"Largo da Estação 12, 8000-133 Faro, Portugal",963 157 592,4.8,621,nao,
A Gruta Restaurante,Restaurante-Faro,8005-145 Faro,"Rua João Brito Vargas, 8005-145 Faro, Portugal",289 826 245,4.5,636,nao,
Mercearia São Pedro,Restaurante-Faro,8000-431 Faro,"R. Serpa Pinto 17, 8000-431 Faro, Portugal",963 550 257,4.6,871,nao,
O Alminhas,Restaurante-Faro,8000-129 Faro,"R. do Alportel 46, 8000-129 Faro, Portugal",968 593 125,4.5,908,nao,
Taberna Zé-Zé,Restaurante-Faro,8000-448 Faro,"Tv. do Alportel 15, 8000-448 Faro, Portugal",938 735 167,4.7,948,nao,
"Restaurante ""A Tasca da Beta""",Restaurante-Leiria,R. das Rosas Silvestres 48,"R. das Rosas Silvestres 48, Tojeira, 2430-319 Marinha Grande, Portugal",923 522 192,4.3,115,nao,
N Sabores 2,Restaurante-Leiria,2415-367 Leiria,"2415-367 Leiria, Portugal",,4,138,nao,
Churrasqueira Cantinho de Picassinos,Restaurante-Leiria,Estr. da Maceira 9,"Estr. da Maceira 9, 2430-444 Marinha Grande, Portugal",916 984 335,4.6,146,nao,
Cabra Velha Steakhouse & Tapas,Restaurante-Leiria,2400-261 Leiria,"R. Barão Viamonte, 2400-261 Leiria, Portugal",914 141 669,4.8,154,nao,
Tasca das Faias,Restaurante-Leiria,2400-000 Leiria,"Rua do Janardo 3 2415, 2400-000 Leiria, Portugal",918 517 518,4.6,165,nao,
Ex-Libris tasca bar,Restaurante-Leiria,2415 Leiria,"R. Estr. Figueira da Foz 32, 2415 Leiria, Portugal",244 205 959,4.5,196,nao,
Prato Feito,Restaurante-Leiria,2400-137 Leiria,"2400-137 Leiria, Portugal",244 824 242,4.1,213,nao,
Restaurante Tasca 7,Restaurante-Leiria,2400-137 Leiria,"R. Maria da Fonte 1 3, 2400-137 Leiria, Portugal",962 238 621,4.6,226,nao,
Taberna Nova,Restaurante-Leiria,2410-186 Leiria,"R. de Tomar 93, 2410-186 Leiria, Portugal",917 843 792,4.5,268,nao,
Decanto,Restaurante-Leiria,2400-199 Leiria,"Largo da Padeira de Aljubarrota 18, 2400-199 Leiria, Portugal",934 698 821,4.9,335,nao,
A Tasca do Rogério,Restaurante-Leiria,2410-841 Leiria,"R. dos Abades 245, Abadia, 2410-841 Leiria, Portugal",244 891 317,4.5,416,nao,
Tasca da Vide,Restaurante-Leiria,R. de Jose Alves 4,"R. de Jose Alves 4, 2495-107, Portugal",244 745 493,4.4,646,nao,
Taberna do Anastácio,Restaurante-Leiria,R. do Arrabalde da Ponte 514,"R. do Arrabalde da Ponte 514, 2415-520 Marrazes, Portugal",244 837 263,4.6,693,nao,
Taberna da Praça,Restaurante-Leiria,2400-137 Leiria,"R. Vasco da Gama 21, 2400-137 Leiria, Portugal",244 872 212,4.2,805,nao,
Taverna do Alberto,Restaurante-Leiria,2400-137 Leiria,"R. Dr. Correia Mateus 54 58, 2400-137 Leiria, Portugal",244 831 082,4.4,846,nao,
"Restaurante Montecarlo ""Salvador""",Restaurante-Leiria,2400-137 Leiria,"R. Dr. Correia Mateus 38, 2400-137 Leiria, Portugal",244 825 406,4.6,1001,nao,
Restaurante A Toca,Restaurante-Leiria,2400-137 Leiria,"R. Dr. Correia Mateus 46, 2400-137 Leiria, Portugal",244 832 221,4.2,1520,nao,
Matilde Noca,Restaurante-Leiria,2415-522 Leiria,"R. do Martingil 157, 2415-522 Leiria, Portugal",244 856 073,4.6,2436,nao,
Taberna do Poita,Restaurante-Viana,4935-160 Viana do Castelo,"Av. do Cabedelo 23, 4935-160 Viana do Castelo, Portugal",258 401 379,,0,nao,
Taberna do Brito,Restaurante-Viana,R. Abel Viana,"R. Abel Viana, 4900-480 Viana do Castelo, Portugal",258 823 150,4.8,60,nao,
Sabores de Viana,Restaurante-Viana,4900-437 Viana do Castelo,"R. Camilo Castelo Branco 643 R/C Esq, 4900-437 Viana do Castelo, Portugal",961 941 537,4.2,92,nao,
Tasca do Luís,Restaurante-Viana,4935-330 Viana do Castelo,"Av. 9 de Julho 1049, 4935-330 Viana do Castelo, Portugal",965 772 568,4.8,132,nao,
O Cantinho,Restaurante-Viana,4900-351 Viana do Castelo,"R. de Altamira 47, 4900-351 Viana do Castelo, Portugal",938 735 195,4.4,236,nao,
Ruas Tapas & Petiscos,Restaurante-Viana,4900-510 Viana do Castelo,"R. Gago Coutinho 168, 4900-510 Viana do Castelo, Portugal",912 808 351,4.5,238,nao,
Casa D’Armas - restaurante,Restaurante-Viana,4900-515 Viana do Castelo,"Largo 5 de Outubro n30, 4900-515 Viana do Castelo, Portugal",258 824 999,4.4,307,nao,
Amália em Viana,Restaurante-Viana,4900-528 Viana do Castelo,"R. Gago Coutinho 19, 4900-528 Viana do Castelo, Portugal",258 073 821,4.5,345,nao,
Cozinha D’Alice — Comida Tradicional Portuguesa,Restaurante-Viana,4900-542 Viana do Castelo,"R. Prior do Crato 52, 4900-542 Viana do Castelo, Portugal",933 539 763,4.2,349,nao,
Restaurante Isabelinha,Restaurante-Viana,4900-470 Viana do Castelo,"Estr. da Papanata 513, 4900-470 Viana do Castelo, Portugal",258 811 497,4.2,646,nao,
Maria Petisca,Restaurante-Viana,R. de Viana n 114,"R. de Viana n 114, 4900-549 Viana do Castelo, Portugal",258 409 546,4.6,783,nao,
Restaurante O Manel,Restaurante-Viana,4900-040 Viana do Castelo,"Praça da Liberdade, 4900-040 Viana do Castelo, Portugal",258 845 320,4.5,1073,nao,
Casa de Pasto Maria de Perre,Restaurante-Viana,R. de Viana 118,"R. de Viana 118, 4900-326 Viana do Castelo, Portugal",258 822 410,4.3,1266,nao,
O Tabernão,Restaurante-Viana,4900-369 Viana do Castelo,"Largo Infante Dom Henriques 42, 4900-369 Viana do Castelo, Portugal",961 744 465,4.4,1837,nao,
Saber Mais Centro de Explicações,Explicacoes-Braga,4710-448 Braga,"R. do Taxa 48, 4710-448 Braga, Portugal",926 586 086,,0,nao,
Explicações Matemática Prof. Isabel,Explicacoes-Braga,4700-281 Braga,"R. Nossa Sra. das Graças, 4700-281 Braga, Portugal",967 305 683,,0,nao,
Explicações Matemática,Explicacoes-Braga,4715-398 Braga,"R. Padre Vitorino de Sousa Alves n.º 28 n.º 28, 4715-398 Braga, Portugal",965 846 930,,0,nao,
Centro de Estudos Polígono,Explicacoes-Braga,4715-035 Braga,"Avenida João XXI, nº 695 - 1º Andar Salas 14-16, 4715-035 Braga, Portugal",253 618 912,5,1,nao,
Centro de Estudos DiversUs,Explicacoes-Braga,4715-035 Braga,"Av. João XXI nº495, 4715-035 Braga, Portugal",965 332 460,5,9,nao,
STUDY'S Centro de Estudos,Explicacoes-Braga,4715-048 Braga,"R. Santo Adrião n.º 84, 4715-048 Braga, Portugal",932 562 900,4,9,nao,
Centro de Explicações Saldanha,Explicacoes-Lisboa,1049-001 Lisboa,"R. Alves Redol Nr 9 sala 6, 1049-001 Lisboa, Portugal",918 823 247,5,2,nao,
Explicador de Matemática,Explicacoes-Lisboa,1600-651 Lisboa,"R. Prof. Prado Coelho 38, 1600-651 Lisboa, Portugal",938 740 906,5,14,nao,
Explicações Física e Química - Filipa,Explicacoes-Coimbra,3000-329 Coimbra,"R. Pedro Monteiro 130, 3000-329 Coimbra, Portugal",912 890 096,5,2,nao,
Trupe_Lias,Explicacoes-Coimbra,3030-297 Coimbra,"Av. António Portugal 17 Dto, 3030-297 Coimbra, Portugal",918 702 919,5,4,nao,
Mathinkers Explicações de Matemática,Explicacoes-Coimbra,3000-457 Coimbra,"R. Combatentes da Grande Guerra 155, 3000-457 Coimbra, Portugal",962 679 082,4.8,4,nao,
C.T.P. centro de explicações,Explicacoes-Coimbra,3030-213 Coimbra,"Tv. Nº 2 do Teodoro 6, 3030-213 Coimbra, Portugal",967 596 442,4.6,11,nao,
StudyAcademy - Centro de Explicações,Explicacoes-Coimbra,3030-393 Coimbra,"R. Paulo Quintela 171, 3030-393 Coimbra, Portugal",239 404 691,4.8,21,nao,
Impulso - Centros de Estudo,Explicacoes-Aveiro,3810-206 Aveiro,"Rua Aldeia Desportiva, 3810-206 Aveiro, Portugal",939 052 734,,0,nao,
Eletronic Labs,Explicacoes-Aveiro,3810-164 Aveiro,"R. Eça de Queiroz 52, 3810-164 Aveiro, Portugal",910 752 723,,0,nao,
Explicações de Física e Química,Explicacoes-Aveiro,3800-438 Aveiro,"R. Dom Carlos I, 3800-438 Aveiro, Portugal",928 299 853,,0,nao,
MA.explica,Explicacoes-Aveiro,3810-164 Aveiro,"R. Cap. Sousa Pizarro 19 - D, 3810-164 Aveiro, Portugal",912 695 709,,0,nao,
Sol Educa,Explicacoes-Aveiro,3810-079 Aveiro,"R. de Castro Matoso nº 30A B, 3810-079 Aveiro, Portugal",919 159 051,,0,nao,
Versos e Equações - Centro de Estudos e Formação LDA,Explicacoes-Aveiro,3810-164 Aveiro,"Estr. de São Bernardo 41, 3810-164 Aveiro, Portugal",915 659 990,,0,nao,
Explicaveiro,Explicacoes-Aveiro,3800-022 Aveiro,"Rua de Moçambique, nº 5, Urbanização da Forca, 3800-022 Aveiro, Portugal",969 015 149,5,3,nao,
Aprender ao cubo,Explicacoes-Aveiro,R. do Repouso 17,"R. do Repouso 17, 3800-114 Esgueira, Portugal",,3.9,7,nao,
Fórum da Sabedoria - Centro de Explicações,Explicacoes-Aveiro,3810-106 Aveiro,"R. Dr. Mário Sacramento 49, 3810-106 Aveiro, Portugal",234 429 535,4.4,8,nao,
Candy - Centro de Estudos e Explicações,Explicacoes-Aveiro,3810-174 Aveiro,"Estr. de São Bernardo 350, 3810-174 Aveiro, Portugal",916 010 288,5,9,nao,
Além Escola - Centro de Estudos,Explicacoes-Aveiro,3800-008 Aveiro,"R. de Angola 17, 3800-008 Aveiro, Portugal",914 366 987,5,11,nao,
ManéExplika,Explicacoes-Aveiro,3810-164 Aveiro,"R. Gustavo Ferreira Pinto Basto 33, 3810-164 Aveiro, Portugal",925 916 455,5,37,nao,
Explicar`te,Explicacoes-Guimaraes,4805-080 Guimarães,"R. de Santo António °1151, 4805-080 Guimarães, Portugal",962 306 965,,0,nao,
"Capicua, centro de estudos",Explicacoes-Guimaraes,4810-535 Guimarães,"R. da Portela dos Remédios 23, 4810-535 Guimarães, Portugal",928 255 473,,0,nao,
Explicações de Geometria - Entender a Geometria,Explicacoes-Guimaraes,4800-151 Guimarães,"Tv. dos Bimbais 46, 4800-151 Guimarães, Portugal",916 686 353,,0,nao,
Estuda+ Centro de Estudos,Explicacoes-Guimaraes,4800-136 Guimarães,"R. de Almansor 7 RC/DRT, 4800-136 Guimarães, Portugal",929 388 272,5,4,nao,
Centro de Estudos Mega Desafios,Explicacoes-Guimaraes,4835-079 Guimarães,"Tv. R. Igreja 211 Loja B, 4835-079 Guimarães, Portugal",963 258 771,5,5,nao,
EstudarBrincando,Explicacoes-Guimaraes,4810 Guimarães,"R. de Vessadas 4810, 4810 Guimarães, Portugal",912 242 693,2.2,13,nao,
Discurso Virtual,Explicacoes-Guimaraes,4835-010 Guimarães,"Rua Professor Abel Salazar.: 412 N, 4835-010 Guimarães, Portugal",253 547 203,4.9,16,nao,
"Centro de Estudos ""O Bobas Explica""",Explicacoes-Setubal,R. das Gaivotas 13,"R. das Gaivotas 13, 2910-098 Setúbal, Portugal",937 232 049,5,1,nao,
Passos no Saber - Centro de Explicações,Explicacoes-Setubal,R. São João de Deus 150,"R. São João de Deus 150, 2910-053 Setúbal, Portugal",916 121 281,5,1,nao,
Ana Borges - Explicações Matemática e Físico-Química,Explicacoes-Setubal,R. Dr. Manuel Seabra Carqueijeiro 3,"R. Dr. Manuel Seabra Carqueijeiro 3, 2900-597 Setúbal, Portugal",965 427 172,5,1,nao,
Matemática é só isso!,Explicacoes-Setubal,Rua de Valverde 25 1 Drt,"Rua de Valverde 25 1 Drt, 2910-697 Setúbal, Portugal",967 830 744,5,1,nao,
Explicações do Centro,Explicacoes-Setubal,Centro Comercial Aranguês,"Centro Comercial Aranguês, Av. Bento Gonçalves 33 Loja 1-B, 2910-433 Setúbal, Portugal",966 727 379,5,2,nao,
Centro de Explicações,Explicacoes-Setubal,R. dos 4 Caminhos 7B,"R. dos 4 Caminhos 7B, 2910-466 Setúbal, Portugal",265 187 344,5,2,nao,
Centro de Estudos - Universo do Saber,Explicacoes-Setubal,R. João de Deus 5 B,"R. João de Deus 5 B, 2900-412 Setúbal, Portugal",918 961 350,4.5,4,nao,
Explicações do Rui,Explicacoes-Setubal,R. Gen. Daniel de Sousa 74 C V,"R. Gen. Daniel de Sousa 74 C V, 2900-345 Setúbal, Portugal",960 002 422,4,4,nao,
Explicações Infinito,Explicacoes-Setubal,Avenida Doutor António Rodrigues Manito 89B,"Avenida Doutor António Rodrigues Manito 89B, Av. Dr. António Rodrigues Manito 93A, 2900-067 Setúbal, Portugal",913 600 100,4.2,5,nao,
Saber Com Mérito,Explicacoes-Setubal,Liceu Residence,"Liceu Residence, Av. Dr. António Rodrigues Manito 49 A, 2900-065 Setúbal, Portugal",932 339 309,4.8,5,nao,
Centro de Explicações - Sandra Figueiredo,Explicacoes-Viseu,3500-077 Viseu,"R. Dom António Alves Martins 8, 3500-077 Viseu, Portugal",,,0,nao,
Centro de Estudos Aventura,Explicacoes-Viseu,3500-027 Viseu,"R. Aurora Gonçalves n14 rés do chão drt, 3500-027 Viseu, Portugal",966 230 254,,0,nao,
EducationPoint,Explicacoes-Viseu,3510-061 Viseu,"R. 21 de Agosto B, 3510-061 Viseu, Portugal",232 079 740,,0,nao,
ExplicaDC,Explicacoes-Viseu,3505-619 Viseu,"Largo Oliveiras, 3505-619 Viseu, Portugal",,,0,nao,
Centro de Estudos/Explicações MENTES SÁBIAS,Explicacoes-Viseu,3505-486 Viseu,"R. 1º de Maio 66, 3505-486 Viseu, Portugal",965 490 450,5,1,nao,
Explicação Marzovelos,Explicacoes-Viseu,3510-014 Viseu,"R. Dr. Álvaro Monteiro, 3510-014 Viseu, Portugal",,4.5,4,nao,
Centro de Estudos - O teu mestre,Explicacoes-Viseu,2515-114 Viseu,"Av. Aquilino Ribeiro 155, 2515-114 Viseu, Portugal",232 450 323,4.6,5,nao,
Saber Aprender - Centro de Estudos e Explicações,Explicacoes-Viseu,3510-085 Viseu,"R. Moinho de Vento Lote 3 R/C, 3510-085 Viseu, Portugal",914 134 401,4.5,8,nao,
FOCUS,Explicacoes-Faro,8000-392 Faro,"R. Aboim Ascensao 62A, 8000-392 Faro, Portugal",912 750 035,,0,nao,
Centro De Explicações São Luis Lda,Explicacoes-Faro,8000-151 Faro,"Rua dos Bombeiros Portugueses 6, 8000-151 Faro, Portugal",289 823 094,,0,nao,
"Portal de Génios, Centro de Explicações lda.",Explicacoes-Faro,8005-246 Faro,"R. da Amendoeira B, 8005-246 Faro, Portugal",919 877 681,,0,nao,
Matemática com Legendas - Explicações de Matemática,Explicacoes-Faro,8005-334 Faro,"Praceta Joaquim da Cruz Azevedo 3 1º Esquerdo, 8005-334 Faro, Portugal",917 000 436,,0,nao,
Gabinete de Matemática e Estatística,Explicacoes-Faro,8000-151 Faro,"Rua dos Bombeiros Portugueses 6, 8000-151 Faro, Portugal",961 477 708,,0,nao,
Centro de Estudos Letras & Contas,Explicacoes-Faro,8000-501 Faro,"R. Dr. José de Matos n° 80 bloco A loja C, 8000-501 Faro, Portugal",289 049 264,5,1,nao,
