nome,categoria,cidade,morada,telefone,rating,avaliacoes,tem_website,website_url
Eliana Vieira Hairstylist,Cabeleireiro-Braga,4705-094 Braga,"R. Dr. José Vilaça n 88 Loja 2, 4705-094 Braga, Portugal",932 677 258,5,16,nao,
Paula Gonçalves Hair Designer,Cabeleireiro-Braga,4700-037 Braga,"R. Pêro Magalhães Gondavo 155, 4700-037 Braga, Portugal",914 895 333,5,36,nao,
UNIQUE Pro Studio,Cabeleireiro-Braga,4710-251 Braga,"Av. Central 138, 4710-251 Braga, Portugal",253 295 356,4.8,56,nao,
"Studio Jaqueline Dias – Cabeleireira, Beleza e Saúde (Braga)",Cabeleireiro-Braga,4700-912 Braga,"Centro comercial dos Granjinhos, R. 25 de Abril 480 SL 476A, 4700-912 Braga, Portugal",963 201 652,5,58,nao,
Chrisbell,Cabeleireiro-Braga,4705 Braga,"R. Rosália Castro 15, 4705 Braga, Portugal",961 144 114,4.8,62,nao,
Thiara Paganini Beauty Studio,Cabeleireiro-Braga,4715-030 Braga,"R. Américo Ferreira Carvalho 106, 4715-030 Braga, Portugal",915 578 567,5,82,nao,
Joaquim Orlando,Cabeleireiro-Braga,4710-413 Braga,"R. Nova de Santa Cruz, 4710-413 Braga, Portugal",918 046 893,4.9,89,nao,
Patrícia Rodrigues Cabeleireiros | Terapia Capilar Braga,Cabeleireiro-Braga,4710-306 Braga,"R. de Santa Margarida n.164, 4710-306 Braga, Portugal",969 542 359,4.9,93,nao,
HaircOre,Cabeleireiro-Braga,4700-326 Braga,"Largo de São João do Souto 14/15, 4700-326 Braga, Portugal",932 342 673,5,96,nao,
Hair Clinic,Cabeleireiro-Braga,4700-330 Braga,"Av. Visc. de Nespereira 39, 4700-330 Braga, Portugal",253 296 368,4.5,110,nao,
the LOFT,Cabeleireiro-Lisboa,1050-214 Lisboa,"Av. Sidónio Pais 4 loja 1, 1050-214 Lisboa, Portugal",919 090 060,4.9,112,nao,
FIERO HAIR ®,Cabeleireiro-Lisboa,1200-381 Lisboa,"R. da Rosa 14G, 1200-381 Lisboa, Portugal",924 168 125,4.9,190,nao,
Sophia Hair Style,Cabeleireiro-Coimbra,3030-177 Coimbra,"R. Carlos Seixas 123, 3030-177 Coimbra, Portugal",918 547 696,4.9,22,nao,
Manuela Simões,Cabeleireiro-Coimbra,3030-179 Coimbra,"Rua Engenheiro, R. Eng. Jorge Anjinho Lote 14 Loja 3, Fonte da Cheira, 3030-179 Coimbra, Portugal",239 705 451,4.9,28,nao,
Ginali Cabeleireiro,Cabeleireiro-Coimbra,3030-333 Coimbra,"R. Miguel Torga, 3030-333 Coimbra, Portugal",239 406 573,4.9,30,nao,
Livreesolto,Cabeleireiro-Coimbra,3030-181 Coimbra,"R. Combatentes da Grande Guerra 88, 3030-181 Coimbra, Portugal",239 084 084,4.9,35,nao,
Cabeleireiro Paula Simões,Cabeleireiro-Coimbra,3030-193 Coimbra,"R. Paulo Quintela 196, 3030-193 Coimbra, Portugal",239 716 898,4.8,45,nao,
Perla Cabeleireiros,Cabeleireiro-Coimbra,Rua Luís A Duarte dos Santos Urbanização Adriano lucas - Coimbra,"Rua Luís A Duarte dos Santos Urbanização Adriano lucas - Coimbra, vizinho caixa Geral de depósitos, R. Vale das Flores 4 loja 3, 3030-218 Coimbra, Portugal",239 404 875,4.9,51,nao,
"Essência do fio, cabeleireiro, Lda",Cabeleireiro-Coimbra,3030-490 Coimbra,"R. Raul Ferrão N° 15, 3030-490 Coimbra, Portugal",965 818 324,5,71,nao,
Guilherme Lucas Cabeleireiros,Cabeleireiro-Coimbra,3000-072 Coimbra,"R. Bernardo de Albuquerque 69, Celas, 3000-072 Coimbra, Portugal",918 383 952,4.8,83,nao,
"Fusion | Barbearia, salão de cabeleireira e estética",Cabeleireiro-Coimbra,3000-033 Coimbra,"R. Antero de Quental 263 piso 5, loja 508, 3000-033 Coimbra, Portugal",915 189 255,5,166,nao,
Luxus Hairstylist,Cabeleireiro-Aveiro,3800-008 Aveiro,"R. de Angola N° 42 loja F, 3800-008 Aveiro, Portugal",925 658 379,5,21,nao,
Cabeleireiro Alexandre - Cabeleireiro de Homens e Senhoras,Cabeleireiro-Aveiro,3800-137 Aveiro,"R. Conselheiro Luís de Magalhães 46 R/C, 3800-137 Aveiro, Portugal",234 429 224,4.9,32,nao,
"""Cais da Beleza""",Cabeleireiro-Aveiro,3800-365 Aveiro,"Av. dos Congressos da Oposição Democrática n°59, 3800-365 Aveiro, Portugal",234 056 701,4.7,47,nao,
Urban Studio Cabeleireiros Centro de Estética,Cabeleireiro-Aveiro,3800-011 Aveiro,"Forca Vouga, R. Cerâmica do Vouga B3 Loja 4, 3800-011 Aveiro, Portugal",234 421 799,4.8,194,nao,
Maximus Hair Club,Cabeleireiro-Aveiro,3800-159 Aveiro,"Av. Dr. Lourenço Peixinho 10 Cave - Loja 9, 3800-159 Aveiro, Portugal",938 771 775,5,483,nao,
Almar Styling Cabeleireiros,Cabeleireiro-Guimaraes,4810-225 Guimarães,"R. Almeida Garrett 32, 4810-225 Guimarães, Portugal",911 919 126,4.8,11,nao,
Medeiros Studio Hair,Cabeleireiro-Guimaraes,4800-153 Guimarães,"R. Dr. Avelino Germano 14 16, 4800-153 Guimarães, Portugal",934 275 533,5,21,nao,
Pedro Roque Cabeleireiro (antigo Studio Look K),Cabeleireiro-Guimaraes,4800-431 Guimarães,"R. Rainha Dona Maria II 89, 4800-431 Guimarães, Portugal",919 868 325,5,28,nao,
Isabel Moura Cabeleireiro,Cabeleireiro-Guimaraes,4835-105 Guimarães,"Av. São Gonçalo 1558 R/C, 4835-105 Guimarães, Portugal",253 410 941,5,50,nao,
"Sameiro Martins unipessoal,Lda",Cabeleireiro-Guimaraes,4800-040 Guimarães,"R. Ferreira de Castro 709D, 4800-040 Guimarães, Portugal",963 803 910,4.9,63,nao,
"Salão Monaco - Cabeleireiros, Lda.",Cabeleireiro-Guimaraes,4810-445 Guimarães,"R. de Santo António 7, 4810-445 Guimarães, Portugal",253 516 753,4.7,76,nao,
António Cabeleireiros,Cabeleireiro-Guimaraes,4810-438 Guimarães,"Largo da República do Brasil 358, 4810-438 Guimarães, Portugal",253 412 120,4.5,77,nao,
Romy Cabeleireiro,Cabeleireiro-Guimaraes,4800-176 Guimarães,"R. Fernando Pessoa 88, 4800-176 Guimarães, Portugal",253 556 195,4.9,81,nao,
Cabeleireiro Elegante,Cabeleireiro-Guimaraes,4810-286 Guimarães,"Av. Dom Afonso Henriques 226, 4810-286 Guimarães, Portugal",913 105 077,4.8,84,nao,
Nuance Cabeleireiros,Cabeleireiro-Guimaraes,4810-525 Guimarães,"Av. São Gonçalo 101, 4810-525 Guimarães, Portugal",253 546 208,4.7,105,nao,
Bella Torres Specialist,Cabeleireiro-Setubal,Av. Luísa Todi 434,"Av. Luísa Todi 434, 2900-455 Setúbal, Portugal",931 427 354,5,10,nao,
Beauty & Hair Studio,Cabeleireiro-Setubal,R. Camilo Castelo Branco 9c,"R. Camilo Castelo Branco 9c, 2910-449 Setúbal, Portugal",265 114 051,4.9,19,nao,
Dimensão Charme,Cabeleireiro-Setubal,R. António José Baptista 43A,"R. António José Baptista 43A, 2910-397 Setúbal, Portugal",265 428 387,4.7,23,nao,
PinkBlack Studio - Ana Lisboa,Cabeleireiro-Setubal,Avenida dos Combatentes em,"Avenida dos Combatentes em, Domino’s pizza, frente a, 2900-277 Setúbal, Portugal",924 136 477,4.9,32,nao,
Eli Lima Beauty,Cabeleireiro-Setubal,R. do Romeu 28,"R. do Romeu 28, 2900-276 Setúbal, Portugal",926 090 828,5,33,nao,
Ana Paula Hair,Cabeleireiro-Setubal,Quinta Do Mirante,"Quinta Do Mirante, Praceta Jaime Horácio Pacheco Junqueiro 4, 2900-700 Setúbal, Portugal",930 449 915,4.9,36,nao,
Andreia Gama - Hair Studio,Cabeleireiro-Setubal,Av. dos Ciprestes 141 A,"Av. dos Ciprestes 141 A, 2900-322 Setúbal, Portugal",965 770 853,5,59,nao,
Romana Hair,Cabeleireiro-Setubal,R. Álvaro Perdigão 3b,"R. Álvaro Perdigão 3b, 2900-163 Setúbal, Portugal",265 228 288,4.6,60,nao,
Solange Fonseca Cabeleireiro,Cabeleireiro-Setubal,Praceta Afonso de Paiva 13 loja 6,"Praceta Afonso de Paiva 13 loja 6, 2910-705 Setúbal, Portugal",937 183 990,4.9,90,nao,
Safira cabeleireiro e estética,Cabeleireiro-Setubal,R. Mormugão nr29,"R. Mormugão nr29, 2900-506 Setúbal, Portugal",922 018 771,5,92,nao,
Instituto Beleza Dias,Cabeleireiro-Setubal,R. Olavo Bilac 15,"R. Olavo Bilac 15, 2900-518 Setúbal, Portugal",265 227 028,4.8,94,nao,
Cláudia Palma Hairstylist,Cabeleireiro-Setubal,Avenida Descobertas Lote 30 1andar Loja2,"Avenida Descobertas Lote 30 1andar Loja2, 2910-771 Setúbal, Portugal",910 161 496,4.8,94,nao,
Susana Marques Cabeleireiro,Cabeleireiro-Setubal,R. António Maria Eusébio 97,"R. António Maria Eusébio 97, 2900-236 Setúbal, Portugal",265 106 643,4.9,107,nao,
Cabeleireira Marcela Carvalho,Cabeleireiro-Viseu,3510-060 Viseu,"R. Miguel Bombarda 5, 3510-060 Viseu, Portugal",919 084 601,5,8,nao,
Amore Beauty,Cabeleireiro-Viseu,3510-100 Viseu,"R. Pte. de Pau 21, 3510-100 Viseu, Portugal",961 904 099,5,10,nao,
Beauty Hair,Cabeleireiro-Viseu,3500-034 Viseu,"Bairro de Santa Eugénia Lote D R/C Direito, 3500-034 Viseu, Portugal",928 071 185,5,16,nao,
Jeff Oliver Concept Beauty Studio,Cabeleireiro-Viseu,3500-002 Viseu,"Jeff Oliver Concept Beauty Studio https://maps.google.com/?q=40.655201, 7.892864, 3500-002 Viseu, Portugal",927 690 271,5,30,nao,
Delfim & Simões Lda,Cabeleireiro-Viseu,3510-024 Viseu,"R. Conselheiro Afonso de Melo 45 1o esq, 3510-024 Viseu, Portugal",232 436 556,4.8,45,nao,
Studio K,Cabeleireiro-Viseu,3500-126 Viseu,"Av. Emídio Navarro 35, 3500-126 Viseu, Portugal",919 174 848,5,48,nao,
Talo HairStudio by Tânia Lopes,Cabeleireiro-Viseu,3500-003 Viseu,"da Cunha, R. Dr. Asdrubal Moreira 152, 3500-003 Viseu, Portugal",,4.9,51,nao,
Jokhair Studio's,Cabeleireiro-Viseu,3500-178 Viseu,"Av. Madre Rita amada de Jesus n° 99 Fraçao, A, 3500-178 Viseu, Portugal",961 498 400,4.9,58,nao,
Marias Studio Viseu,Cabeleireiro-Viseu,3500-035 Viseu,"Galerias Ícaro, R. Alexandre Herculano 192, 3500-035 Viseu, Portugal",968 623 737,4.7,70,nao,
Inspire Cabeleireiros,Cabeleireiro-Viseu,3500-454 Viseu,"R. Dr. Joaquim Guerra de Oliveira Alfaia N.º C. lote 112 561, 3500-454 Viseu, Portugal",964 972 409,4.9,114,nao,
Curly Concept Natural Hair,Cabeleireiro-Viseu,3510-060 Viseu,"R. Dr. Casimiro Vasconcelos 16, 3510-060 Viseu, Portugal",965 203 011,5,179,nao,
Espaço Vip Hair Design,Cabeleireiro-Viseu,3500-189 Viseu,"Quinta do Galo lote 9 R/C Dir Post, 3500-189 Viseu, Portugal",232 075 189,5,221,nao,
Leila Simões Studio Só Cachos,Cabeleireiro-Viseu,3500-371 Viseu,"Av. Dom Afonso Henriques 180 loja 3, 3500-371 Viseu, Portugal",968 859 783,4.9,472,nao,
Célia Romão Cabeleireiro,Cabeleireiro-Faro,8000-157 Faro,"Largo do Vinte Cinco de Abril nº4, 8000-157 Faro, Portugal",914 921 227,4.9,31,nao,
Flanco by Fábio Marques,Cabeleireiro-Faro,8000-329 Faro,"R. Dom João de Castro 19, 8000-329 Faro, Portugal",289 151 421,5,38,nao,
Rodrigo's Cabeleireiro Masculino,Cabeleireiro-Faro,8000-176 Faro,"R. Bernardo Passos 15, 8000-176 Faro, Portugal",289 039 355,4.9,43,nao,
PAULA & RENATO,Cabeleireiro-Faro,8000-076 Faro,"Av. 5 de Outubro 24A, 8000-076 Faro, Portugal",289 878 821,4.9,47,nao,
M. Severin,Cabeleireiro-Faro,8000-148 Faro,"R. Cruz das Mestras 39, 8000-148 Faro, Portugal",919 541 794,4.9,50,nao,
Sonia Sousa Hairdresser,Cabeleireiro-Faro,8000-281 Faro,"R. de Portugal n°8, 8000-281 Faro, Portugal",289 878 314,4.6,74,nao,
Cabeleireiro Coquette,Cabeleireiro-Faro,8000-159 Faro,"Edifício Alagoa, Praça Alexandre Herculano 22 1.º E, 8000-159 Faro, Portugal",289 802 394,4.6,77,nao,
Glamour Cabeleireiro & Estética,Cabeleireiro-Faro,8005-249 Faro,"Rua Jornal Folha de Domingo, Loja10B, 8005-249 Faro, Portugal",912 799 089,5,83,nao,
Cabeleireiro Susana Ribeiro,Cabeleireiro-Faro,8005-248 Faro,"Rua jornal folha de domingo nº15 rch/esq, 8005-248 Faro, Portugal",918 404 116,4.9,89,nao,
Cabeleireiro Al Amir,Cabeleireiro-Faro,8000-293 Faro,"R. do Alportel 40, 8000-293 Faro, Portugal",920 055 259,4.8,98,nao,
BaldoBeauty Studio,Cabeleireiro-Faro,8000-444 Faro,"R. Veríssimo de Almeida n° 38 RC Esq, 8000-444 Faro, Portugal",916 372 915,4.8,174,nao,
Le Figaro Cabeleireiro,Cabeleireiro-Faro,8000-309 Faro,"R. Dom João de Castro 2A, 8000-309 Faro, Portugal",289 820 846,4.8,218,nao,
Dreams hair Faro,Cabeleireiro-Faro,8000-404 Faro,"R. do Pe da Cruz 22, 8000-404 Faro, Portugal",916 734 800,5,267,nao,
Enzo T Hair Salon,Cabeleireiro-Leiria,2400-146 Leiria,"R. Dom Dinis 12, 2400-146 Leiria, Portugal",910 096 667,5,3,nao,
Espaço45_cabeleireiros,Cabeleireiro-Leiria,2400-164 Leiria,"edificio 2000, Av. Dom João III loja 45, 2400-164 Leiria, Portugal",918 393 873,5,4,nao,
Paula Vieira Hairstylist & Marlene Domingues Beauty,Cabeleireiro-Leiria,2400-519 Leiria,"Tv. dos Capuchinhos 19 Loja A, 2400-519 Leiria, Portugal",917 775 534,5,9,nao,
Elitis,Cabeleireiro-Leiria,2400-122 Leiria,"Av. Combatentes da Grande Guerra 58 RC DT, 2400-122 Leiria, Portugal",912 032 220,5,25,nao,
Cabeleireiros e estética Fatima Domingues,Cabeleireiro-Leiria,2400-137 Leiria,"Galeria Lena, Av. Combatentes da Grande Guerra 7, 2400-137 Leiria, Portugal",918 289 073,4.9,27,nao,
Diamond Cabeleireiros By Ana Filipa,Cabeleireiro-Leiria,2410-250 Leiria,"Av. Gen. Humberto Delgado 232, 2410-250 Leiria, Portugal",934 158 400,5,37,nao,
Visual S - Cabeleireiro e Estética,Cabeleireiro-Leiria,2400 Leiria,"82, N356-2, 2400 Leiria, Portugal",244 821 480,5,56,nao,
InnPact- Cabeleireiro e Clínica de Imagem,Cabeleireiro-Leiria,2400-019 Leiria,"Rua da Quinta RC B, R. Inácia Cova, 2400-019 Leiria, Portugal",914 562 066,4.9,73,nao,
Woman Space Cabeleireiro & Estética,Cabeleireiro-Leiria,2400-828 Leiria,"R. Cónego José Calamba de Oliveira 1, 2400-828 Leiria, Portugal",919 494 414,5,126,nao,
Sandra e Ana Lopes Cabeleireiro e estética,Cabeleireiro-Leiria,R. Porto de Mós lote 19 loja c,"R. Porto de Mós lote 19 loja c, 2415-784 Leiria, Portugal",244 724 111,4.9,132,nao,
Cristina Castro Cabeleireiros,Cabeleireiro-Viana,4900-509 Viana do Castelo,"Largo João Tomás da Costa nr48, 4900-509 Viana do Castelo, Portugal",258 825 984,5,24,nao,
Luvly.HairStudio,Cabeleireiro-Viana,4900-355 Viana do Castelo,"R. de Monserrate 38 Sala 2, 4900-355 Viana do Castelo, Portugal",960 357 055,5,25,nao,
D&B cabeleireiras,Cabeleireiro-Viana,4900-515 Viana do Castelo,"R. dos Manjovos 34, 4900-515 Viana do Castelo, Portugal",258 825 271,4.7,27,nao,
Cabeleireiros Gémeos,Cabeleireiro-Viana,4900-339 Viana do Castelo,"Largo 9 de Abril 71, 4900-339 Viana do Castelo, Portugal",258 023 097,4.9,41,nao,
Salão Gama,Cabeleireiro-Viana,4900-544 Viana do Castelo,"Av. dos Combatentes da Grande Guerra 130, 4900-544 Viana do Castelo, Portugal",934 140 115,4.5,43,nao,
Volt'Hair Hair Salon,Cabeleireiro-Viana,4900-469 Viana do Castelo,"Rua do, R. Arquiteto José Fernandes Martins 21, 4900-469 Viana do Castelo, Portugal",920 570 863,4.8,60,nao,
Salão Vianense Cabeleireiros,Cabeleireiro-Viana,4900-520 Viana do Castelo,"Praça da República, 4900-520 Viana do Castelo, Portugal",917 752 302,4.6,81,nao,
Changbin salon,Cabeleireiro-Viana,4900-530 Viana do Castelo,"4900-530 Viana do Castelo, Portugal",925 615 185,5,87,nao,
Jolinda - Instituto de beleza / cabeleireiro /Viana do castelo,Cabeleireiro-Viana,4900-320 Viana do Castelo,"R. do Anjinho 50 52, 4900-320 Viana do Castelo, Portugal",258 811 978,4.8,101,nao,
Elite | Estética Avançada,Estetica-Braga,4700-387 Braga,"R. Custódio Vilas Boas 9, 4700-387 Braga, Portugal",916 807 907,,0,nao,
VALDÉCIA VEREDA ESTÉTICA AVANÇADA,Estetica-Braga,4715-005 Braga,"R. Arnaldo Gama 102, 4715-005 Braga, Portugal",913 535 580,5,1,nao,
Instituto de Estética Li Vieira,Estetica-Braga,4700-328 Braga,"R. de São Marcos nº 110 1ºandar, 4700-328 Braga, Portugal",961 705 875,5,2,nao,
Braga Beauty estética,Estetica-Braga,4700-387 Braga,"loja No 55, Praceta Beato Inácio de Azevedo, 4700-387 Braga, Portugal",912 758 959,5,2,nao,
Cristina Moreira Aesthetics & Beauty,Estetica-Braga,4715-267 Braga,"R. dos Barbosas 151 Loja 22, 4715-267 Braga, Portugal",928 378 146,5,5,nao,
Bloom Centro Estética,Estetica-Braga,4705-090 Braga,"Tv. Conselheiro Lobato 156, 4705-090 Braga, Portugal",919 003 659,4.9,30,nao,
Sofia Oliveira - Estética Avançada,Estetica-Braga,4700-367 Braga,"R. Gabriel Pereira de Castro 121, 4700-367 Braga, Portugal",917 951 804,5,31,nao,
Beau Beauty Clinic Braga,Estetica-Braga,Bragashoping,"Bragashoping, Av. Central 30, 4710-308 Braga, Portugal",926 042 305,4.9,41,nao,
Clínica Patrícia Vilaça,Estetica-Braga,4710-309 Braga,"R. de São Barnabé, 4710-309 Braga, Portugal",916 708 001,5,58,nao,
Espaço N - Gabinete de Estética,Estetica-Braga,4710-306 Braga,"Atelier De Beleza Lénia Fernandes, R. de Santa Margarida 130, 4710-306 Braga, Portugal",936 641 502,5,62,nao,
Laser Wave Estética Avançada,Estetica-Braga,4705-102 Braga,"R. Monsenhor Airosa 63, 4705-102 Braga, Portugal",914 055 156,5,63,nao,
AquaBlue Clínica de Estética,Estetica-Braga,4700-219 Braga,"Centro Comercial Cruz de Pedra Loja nº43, 4700-219 Braga, Portugal",913 306 899,5,72,nao,
Taise Araújo - Estética Avançada,Estetica-Lisboa,1050-091 Lisboa,"Av. Duque de Loulé 45A Loja 11, 1050-091 Lisboa, Portugal",967 978 660,5,3,nao,
Beleza Essencial Cabeleireiro & Estética,Estetica-Lisboa,1150-191 Lisboa,"R. Jacinta Marto 3C, 1150-191 Lisboa, Portugal",965 480 214,4.6,10,nao,
Teresa Tavares | Esteticista em Lisboa,Estetica-Lisboa,1150-012 Lisboa,"Av. António Augusto de Aguiar, 1150-012 Lisboa, Portugal",932 229 567,5,16,nao,
SKINCARE - Estética Avançada,Estetica-Lisboa,1000-005 Lisboa,"Av. Duque de Ávila 9B, 1000-005 Lisboa, Portugal",925 960 001,4.6,20,nao,
Anna Souza estética,Estetica-Lisboa,1170-054 Lisboa,"Rua da Bela Vista à Graça 31A loja 6, 1170-054 Lisboa, Portugal",966 942 249,4.8,46,nao,
Estética Maria,Estetica-Lisboa,1000-062 Lisboa,"Av. João XXI 60A, 1000-062 Lisboa, Portugal",926 071 286,4.9,56,nao,
"H5 Centro de Estética - Corpo, Rosto e Unhas",Estetica-Lisboa,1000-049 Lisboa,"Avenida Almirante Reis, Alameda 231C, 1000-049 Lisboa, Portugal",964 421 010,4.6,57,nao,
Studio da Beleza Cabelo e Estética,Estetica-Lisboa,1000-120 Lisboa,"Av. Defensores de Chaves 44, 1000-120 Lisboa, Portugal",965 487 963,5,87,nao,
PURA VIDA ESTÉTICA,Estetica-Coimbra,3030-502 Coimbra,"R. Q.ta da Portela, 3030-502 Coimbra, Portugal",913 527 030,5,2,nao,
Bárbara Coimbra Clínica Médica Estética,Estetica-Coimbra,3030-482 Coimbra,"R. Eng. Jorge Anjinho 2 r/c, loja A, Fonte da Cheira, 3030-482 Coimbra, Portugal",917 777 702,5,3,nao,
Instituto de estética e Bem-estar Isabel sousa,Estetica-Coimbra,3000-095 Coimbra,"R. Cap. Luís Gonzaga 31, Celas, 3000-095 Coimbra, Portugal",917 715 011,5,5,nao,
Proclinic - Clínica a laser e imagem estética,Estetica-Coimbra,3030-403 Coimbra,"R. Armando de Sousa 16, 3030-403 Coimbra, Portugal",,5,14,nao,
Zen estetika,Estetica-Coimbra,3030-328 Coimbra,"Gira Solum Galerias, R. Joao de Deus Ramos 146 2° andar, loja 230, Fonte da Cheira, 3030-328 Coimbra, Portugal",968 620 521,4.8,16,nao,
Dermstetik Coimbra,Estetica-Coimbra,3030-784 Coimbra,"R. António Pinho Brojo 5 loja 5, 3030-784 Coimbra, Portugal",915 254 196,4.2,28,nao,
Margarida Cerineu - Clinica de Estética Avançada,Estetica-Coimbra,3040-193 Coimbra,"Av. da Guarda Inglesa C RC direito, 3040-193 Coimbra, Portugal",911 181 509,4.8,40,nao,
"Índigo, Centro De Estética E Spa Urbano, Unipessoal Lda.",Estetica-Coimbra,3030-069 Coimbra,"R. Pedro Álvares Cabral 30, 3030-069 Coimbra, Portugal",916 488 982,4.7,51,nao,
Solá Studio,Estetica-Aveiro,3800-165 Aveiro,"Av. Dr. Lourenço Peixinho 173, 3800-165 Aveiro, Portugal",913 175 598,5,1,nao,
Bela Beleza Aveiro Cosmética,Estetica-Aveiro,3800-260 Aveiro,"R. do Sr. dos Aflitos 2, 3800-260 Aveiro, Portugal",961 387 623,5,1,nao,
Isabel Santamaria Estética e Bem-estar,Estetica-Aveiro,3810-082 Aveiro,"Av. 5 de Outubro, 3810-082 Aveiro, Portugal",924 453 276,5,7,nao,
Pestanas Aveiro - Karina Bonicelli Beauty,Estetica-Aveiro,3800-159 Aveiro,"Edifício Centro Avenida, Av. Dr. Lourenço Peixinho 10 1° Piso - Loja 34, 3800-159 Aveiro, Portugal",915 858 191,5,8,nao,
Feel You - Centro de Estética e bem estar,Estetica-Aveiro,3810-700 Aveiro,"Av. Dom Frei Miguel de Bulhões e Sousa 50, 3810-700 Aveiro, Portugal",914 521 244,4.7,60,nao,
Centro Estética,Estetica-Guimaraes,4810-225 Guimarães,"R. de Camões 44, 4810-225 Guimarães, Portugal",,,0,nao,
Cláudia Alves Estética Avançada,Estetica-Guimaraes,R. Gen. Humberto Delgado,"R. Gen. Humberto Delgado, 4800-877 São Torcato, Portugal",938 615 625,,0,nao,
Inês Cruz Estética,Estetica-Guimaraes,4810-546 Guimarães,"R. do Sardoal, 4810-546 Guimarães, Portugal",928 277 293,5,1,nao,
